Наименование,Дата поставки,Дата заказа,Срок поставки,Плановый срок поставки,Регион,Объем заказа,"Цена, руб",Условия платежа,НРП - нерегламентная потребность (внеплановая закупка),Поставщик
ЗАСОВ ДНИЩА 3532.01.02.007,2017-05-20 00:00:00,2016-11-23 00:00:00,178,60,Республика Карелия,1,"23573,24841",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РЕДУКТОР ПОВОРОТА 3555.11.01.000СБ,2017-05-20 00:00:00,2016-11-23 00:00:00,178,330,Республика Карелия,1,"2086668,79",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КРУГ РОЛИКОВЫЙ В СБОРЕ  3536.07.03.000,2017-05-18 00:00:00,2016-11-23 00:00:00,176,210,Республика Карелия,1,"1924872,611",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
БАРАБАН КАБЕЛЬНЫЙ 3537.35.05.000,2017-05-18 00:00:00,2016-11-23 00:00:00,176,220,Республика Карелия,1,"1199019,108",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
СЕКЦИЯ СТРЕЛЫ НИЖНЯЯ 3536.03.07.000,2017-05-15 00:00:00,2016-11-23 00:00:00,173,200,Республика Карелия,1,"1740445,86",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
МАСЛООТДЕЛИТЕЛЬ 114.00088,2017-05-15 00:00:00,2016-11-23 00:00:00,173,180,Республика Карелия,1,"3152,866242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПЛАТФОРМА ПОВОРОТНАЯ 3536.13.01.000-02,2017-04-28 00:00:00,2016-11-23 00:00:00,156,240,Республика Карелия,1,"9225611,465",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РУКОЯТЬ ФЛАНЦЕВАЯ 3536.38.00.000СБ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,200,Республика Карелия,1,"2083159,236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
ОСЬ ОПОРН КОЛЕСА 3519.05.02.082 ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,90,Республика Карелия,4,"103617,8344",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ОСЬ ОПОРН КОЛЕСА 3519.05.02.082 ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,90,Республика Карелия,8,"103617,8344",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ВЕНЕЦ ЗУБЧ 3536.05.00.001 ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,220,Республика Карелия,1,"2337808,917",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
СТОЙКА ДВУНОГАЯ 3536.12.00.000 ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,200,Республика Карелия,1,"2178617,834",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
БЛОК В СБОРЕ 3536.03.00.150 ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,100,Республика Карелия,2,"400140,1274",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ЛЕБЕДКА ПОДЪЕМА 3536.22.00.000 БЕЗ Э/ДВ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,330,Республика Карелия,1,"7619414,013",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО 3519.05.02.200 БОЛЬШОЕ ОПОРНОЕ,2017-04-10 00:00:00,2016-11-23 00:00:00,138,205,Республика Карелия,4,"296687,8981",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ВТУЛКА 3536.05.02.150,2017-04-10 00:00:00,2016-11-23 00:00:00,138,130,Республика Карелия,2,"90872,61146",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ОСЬ НАТЯЖНАЯ 3519.05.02.081,2017-03-30 00:00:00,2016-11-23 00:00:00,127,280,Республика Карелия,1,"568407,6433",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ГЕНЕРАТОР 4ГПЭМ 170кВт 1/1,2017-03-20 00:00:00,2016-11-23 00:00:00,117,330,Республика Карелия,1,"917197,4522",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ГЕНЕРАТОР 4ГПЭМ 170кВт 1/1,2017-03-20 00:00:00,2016-11-23 00:00:00,117,330,Республика Карелия,1,"917197,4522",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РАСПРЕДЕЛИТЕЛЬ ЭЛ.ПНЕВМ. 3532.14.03.000,2017-03-13 00:00:00,2016-11-23 00:00:00,110,380,Республика Карелия,6,"27452,2293",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РЕДУКТОР ПОВОРОТА 3555.11.01.000СБ,2017-03-01 00:00:00,2016-11-23 00:00:00,98,330,Республика Карелия,1,"2086668,79",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО ЗУБЧ 3519.05.02.006 Z=29 М=36,2017-03-01 00:00:00,2016-11-23 00:00:00,98,220,Республика Карелия,2,"509554,1401",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОЛУХОМУТ ВЕД.КОЛЕСА 3519.05.02.013,2017-03-01 00:00:00,2016-11-23 00:00:00,98,220,Республика Карелия,2,"17178,34395",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПАЛЕЦ ЗВЕНА ГУСЕНИЧНОГО 3519.05.03.002,2017-02-28 00:00:00,2016-11-23 00:00:00,97,60,Республика Карелия,300,"1394,904459",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПАЛЕЦ ЗВЕНА ГУСЕНИЧНОГО 3519.05.03.002,2017-02-28 00:00:00,2016-11-23 00:00:00,97,60,Республика Карелия,148,"1394,904459",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО 3519.05.02.100 МАЛОЕ ОПОРНОЕ,2017-02-28 00:00:00,2016-11-23 00:00:00,97,205,Республика Карелия,4,"245445,8599",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
МАСЛООТДЕЛИТЕЛЬ 114.00088,2017-02-28 00:00:00,2016-11-23 00:00:00,97,180,Республика Карелия,1,"3152,866242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОЛУХОМУТ НАТ. КОЛЕСА 3519.05.02.058,2017-02-01 00:00:00,2016-11-23 00:00:00,70,220,Республика Карелия,2,"5592,356688",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РАСПРЕДЕЛИТЕЛЬ ЭЛ.ПНЕВМ. 3532.14.03.000,2017-02-01 00:00:00,2016-11-23 00:00:00,70,380,Республика Карелия,6,"27452,2293",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
ЛЕБЕДКА НАПОРА 3536.08.00.000 БЕЗ Э/ДВ,2017-01-30 00:00:00,2016-11-23 00:00:00,68,330,Республика Карелия,1,"6963261,146",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО ВЕДУЩЕЕ 3519.05.02.003,2017-01-10 00:00:00,2016-11-23 00:00:00,48,180,Республика Карелия,2,"397777,0701",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ВАЛ ВЕДУЩИЙ 3519.05.02.007,2017-01-10 00:00:00,2016-11-23 00:00:00,48,180,Республика Карелия,2,"200923,5669",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РЕЛЬС КОЛЬЦЕВОЙ 3536.13.00.004 СЕГМЕНТ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,170,Республика Карелия,4,"64662,42038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОДКОС ПРАВЫЙ 3536.24.00.250 ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,220,Республика Карелия,1,"464968,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
ПОДКОС ЛЕВЫЙ 3536.24.00.270 ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,220,Республика Карелия,1,"464968,1529",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
БЛОКИ ГОЛОВНЫЕ 3536.03.03.000 ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,240,Республика Карелия,1,"1432560,51",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОДВЕСКА КОВША 3519.21.00.000СБ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,200,Республика Карелия,1,"1153566,879",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
ЦАПФА ЦЕНТРАЛЬНАЯ 3635.06.00.000,2017-01-10 00:00:00,2016-11-23 00:00:00,48,240,Республика Карелия,1,"685267,5159",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
СЕКЦИЯ СТРЕЛЫ НИЖНЯЯ 3536.03.07.000,2017-01-10 00:00:00,2016-11-23 00:00:00,48,200,Республика Карелия,1,"1740445,86",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
КРУГ РОЛИКОВЫЙ В СБОРЕ  3536.07.03.000,2017-01-10 00:00:00,2016-11-23 00:00:00,48,210,Республика Карелия,1,"1924872,611",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОДШИПНИК 3536.03.08.000 СЕДЛОВОЙ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,320,Республика Карелия,1,"2062331,21",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПОДШИПНИК 3536.03.08.000 СЕДЛОВОЙ,2017-01-10 00:00:00,2016-11-23 00:00:00,48,320,Республика Карелия,1,"2062331,21",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО НАТЯЖНОЕ 3536.05.02.300,2017-01-10 00:00:00,2016-11-23 00:00:00,48,90,Республика Карелия,2,"316363,0573",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ОСЬ НАПОРНАЯ 3536.03.00.001,2017-01-10 00:00:00,2016-11-23 00:00:00,48,165,Республика Карелия,1,"281885,3503",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ПЛАСТИНА IBR130 23Х130Х240,2016-12-25 00:00:00,2016-11-28 00:00:00,27,90,Вологодская область,5,"2050,955414",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ПЛАСТИНА IBR130 23Х130Х240,2016-12-25 00:00:00,2016-11-28 00:00:00,27,90,Вологодская область,10,"2050,955414",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,1,3699
ЗАСОВ ДНИЩА 3549.01.02.001 ,2016-12-25 00:00:00,2016-11-30 00:00:00,25,180,Республика Карелия,3,"31847,13376",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ДНИЩЕ КОВША 3711.01.02.001 ,2016-12-17 00:00:00,2016-12-07 00:00:00,10,220,Республика Карелия,1,"764331,2102",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ПЕТЛЯ 3711.01.02.002 ,2016-12-17 00:00:00,2016-12-07 00:00:00,10,160,Республика Карелия,2,"101910,828",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
МЕХАНИЗМ ЗАПАСОВКИ КАНАТОВ ,2017-03-01 00:00:00,2016-12-08 00:00:00,83,140,Республика Карелия,1,"86335,03185",,,2691
ПАЛЕЦ ЗВЕНА ГУСЕНИЧНОГО 3519.05.03.002,2016-12-31 00:00:00,2016-12-12 00:00:00,19,60,Республика Карелия,300,"700,6369427",,,3705
ЗАСОВ ДНИЩА 3532.01.02.007,2016-12-23 00:00:00,2016-12-12 00:00:00,11,60,Республика Карелия,3,"11151,71975",,,3961
ЗАСОВ ДНИЩА 3532.01.02.007,2016-12-23 00:00:00,2016-12-12 00:00:00,11,60,Республика Карелия,1,"11151,71975",,,3961
ЗАСОВ ДНИЩА 3532.01.02.007,2016-12-23 00:00:00,2016-12-12 00:00:00,11,60,Республика Карелия,1,"11151,71975",,1,3961
РЕДУКТОР ПОВОРОТА 3555.11.01.000СБ,2018-10-31 00:00:00,2016-12-13 00:00:00,687,330,Республика Карелия,2,"2086668,79",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ВЕНЕЦ ЗУБЧ 3536.05.00.001 ,2017-10-31 00:00:00,2016-12-13 00:00:00,322,220,Республика Карелия,2,"2337808,917",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
КОЛЕСО ВЕДУЩЕЕ 3519.05.02.003,2017-08-10 00:00:00,2016-12-13 00:00:00,240,180,Республика Карелия,4,"397777,0701",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РЕЛЬС КОЛЬЦЕВОЙ 3536.13.00.004 СЕГМЕНТ,2017-06-30 00:00:00,2016-12-13 00:00:00,199,170,Республика Карелия,4,"64662,42038",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
КОЛЕСО ЗУБЧ 3519.05.02.006 Z=29 М=36,2017-06-30 00:00:00,2016-12-13 00:00:00,199,220,Республика Карелия,3,"509554,1401",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
УСТАНОВКА НАСОСНАЯ 3555.11.01.150,2017-05-30 00:00:00,2016-12-13 00:00:00,168,330,Республика Карелия,2,"64751,59236",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,1,4011
ОСЬ НАПОРНАЯ 3536.03.00.001,2017-05-30 00:00:00,2016-12-13 00:00:00,168,165,Республика Карелия,2,"281885,3503",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
РАСПРЕДЕЛИТЕЛЬ ЭЛ.ПНЕВМ. 3532.14.03.000,2017-04-30 00:00:00,2016-12-13 00:00:00,138,380,Республика Карелия,5,"27452,2293",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
ЯЧЕЙКА В/ВОЛЬТН.ВВОДА ЯВВЗ-6-250 УХЛ2,2017-06-10 00:00:00,2016-12-15 00:00:00,177,260,Республика Карелия,1,"634394,9045",ПОСЛЕДУЮЩАЯ ОПЛАТА 100 % в течение 20 дней с даты перехода права собственности (ППС)  ДЕНЬГИ 100% ,,2882
ДЖОЙСТИК NS3 G11 AK VRL-NS3-A-7-7,2017-04-10 00:00:00,2016-12-15 00:00:00,116,50,Республика Карелия,3,"57738,8535",ПОСЛЕДУЮЩАЯ ОПЛАТА 100 % в течение 20 дней с даты перехода права собственности (ППС)  ДЕНЬГИ 100% ,,2882
УСТР.УПРАВЛ СИГНАЛОВ БУЗ.128.01.20.00 ОЭ,2017-04-10 00:00:00,2016-12-15 00:00:00,116,100,Республика Карелия,3,"39585,98726",ПОСЛЕДУЮЩАЯ ОПЛАТА 100 % в течение 20 дней с даты перехода права собственности (ППС)  ДЕНЬГИ 100% ,,2882
БЛОК УПР ОЭ БЦУ 1.01.00.00,2017-03-10 00:00:00,2016-12-15 00:00:00,85,100,Республика Карелия,2,"20668,78981",ПОСЛЕДУЮЩАЯ ОПЛАТА 100 % в течение 20 дней с даты перехода права собственности (ППС)  ДЕНЬГИ 100% ,,2882
МУФТА УПРУГАЯ 3536.22.00.400,2017-02-10 00:00:00,2016-12-15 00:00:00,57,145,Республика Карелия,2,"152866,242",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
"ВЕНТИЛЯТОР ВДПЭ-4 С ДВ АИР132S4 7,5/1500",2017-02-10 00:00:00,2016-12-15 00:00:00,57,90,Республика Карелия,6,25000,ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,4011
МУФТА УПРУГАЯ 3536.22.00.300,2017-02-10 00:00:00,2016-12-15 00:00:00,57,145,Республика Карелия,2,"146496,8153",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 60 дней с даты ППС ДЕНЬГИ 100%,,3699
ВСТАВКА РЕЖУЩАЯ КРОМКА 552527-02А,2016-12-16 00:00:00,2016-12-15 00:00:00,1,180,Мурманская область,1,"257324,8408",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 30 дней с даты ППС ДЕНЬГИ 100%,,2560
СЕКЦИЯ СТРЕЛЫ ВЕРХНЯЯ 3536.03.02.000,2016-12-16 00:00:00,2016-12-15 00:00:00,1,110,Мурманская область,1,"64407,13376",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 10 дней с даты счета-фактуры ДЕНЬГИ 100%,,2569
РЕДУКТОР ПОВОРОТА 3555.11.01.000СБ,2016-12-16 00:00:00,2016-12-15 00:00:00,1,330,Мурманская область,2,"23592,35669",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 10 дней с даты счета-фактуры ДЕНЬГИ 100%,,2569
РЕДУКТОР ХОДА ЛЕВЫЙ 3572.05.10.000 ,2016-12-16 00:00:00,2016-12-15 00:00:00,1,430,Мурманская область,1,"26541,40127",ПОСЛЕДУЮЩАЯ ОПЛАТА 100% в течение 10 дней с даты счета-фактуры ДЕНЬГИ 100%,,2569
